Estado_A,Filial_A,Estado_B,Filial_B,Distancia_km,Leadtime
SP,ANIMALE ELDORADO CM,SP,ANIMALE VILA NOVA CM,8.698,0.196
SP,ANIMALE VILA NOVA CM,SP,ANIMALE ELDORADO CM,8.698,0.196
SP,ANIMALE ELDORADO CM,ES,ANIMALE VILA VELHA CM,750.361,16.883
ES,ANIMALE VILA VELHA CM,SP,ANIMALE ELDORADO CM,750.361,16.883
SP,ANIMALE ELDORADO CM,SP,ANIMALE VILLA LOBOS CM,2.577,0.058
SP,ANIMALE VILLA LOBOS CM,SP,ANIMALE ELDORADO CM,2.577,0.058
SP,ANIMALE ELDORADO CM,RJ,ANIMALE VILLAGE MALL CM,337.709,7.598
RJ,ANIMALE VILLAGE MALL CM,SP,ANIMALE ELDORADO CM,337.709,7.598
SP,ANIMALE ELDORADO CM,AM,ANIMALE MANAUARA CM,2680.606,60.314
AM,ANIMALE MANAUARA CM,SP,ANIMALE ELDORADO CM,2680.606,60.314
SP,ANIMALE ELDORADO CM,SP,ANIMALE MOEMA CM,4.519,0.102
SP,ANIMALE MOEMA CM,SP,ANIMALE ELDORADO CM,4.519,0.102
SP,ANIMALE ELDORADO CM,RS,ANIMALE MOINHOS CM,845.204,19.017
RS,ANIMALE MOINHOS CM,SP,ANIMALE ELDORADO CM,845.204,19.017
SP,ANIMALE ELDORADO CM,SP,ANIMALE MORUMBI CM,6.914,0.156
SP,ANIMALE MORUMBI CM,SP,ANIMALE ELDORADO CM,6.914,0.156
SP,ANIMALE ELDORADO CM,PR,ANIMALE MUELLER CM,333.368,7.501
PR,ANIMALE MUELLER CM,SP,ANIMALE ELDORADO CM,333.368,7.501
SP,ANIMALE ELDORADO CM,RN,ANIMALE NATAL CM,2314.334,52.073
RN,ANIMALE NATAL CM,SP,ANIMALE ELDORADO CM,2314.334,52.073
PB,ANIMALE JOAO PESSOA CM,DF,ANIMALE LAGO SUL CM,1719.787,38.695
DF,ANIMALE LAGO SUL CM,PB,ANIMALE JOAO PESSOA CM,1719.787,38.695
PB,ANIMALE JOAO PESSOA CM,PR,ANIMALE LONDRINA CM,2507.097,56.41
PR,ANIMALE LONDRINA CM,PB,ANIMALE JOAO PESSOA CM,2507.097,56.41
PB,ANIMALE JOAO PESSOA CM,MG,ANIMALE LOURDES CM,1726.775,38.852
MG,ANIMALE LOURDES CM,PB,ANIMALE JOAO PESSOA CM,1726.775,38.852
PB,ANIMALE JOAO PESSOA CM,AL,ANIMALE MACEIO CM,296.001,6.66
AL,ANIMALE MACEIO CM,PB,ANIMALE JOAO PESSOA CM,296.001,6.66
PB,ANIMALE JOAO PESSOA CM,MT,ANIMALE ESTACAO CUIABA CM,2502.248,56.301
MT,ANIMALE ESTACAO CUIABA CM,PB,ANIMALE JOAO PESSOA CM,2502.248,56.301
PB,ANIMALE JOAO PESSOA CM,GO,ANIMALE FLAMBOYANT CM,1892.251,42.576
GO,ANIMALE FLAMBOYANT CM,PB,ANIMALE JOAO PESSOA CM,1892.251,42.576
PB,ANIMALE JOAO PESSOA CM,SC,ANIMALE FLORIANOPOLIS CM,2689.193,60.507
SC,ANIMALE FLORIANOPOLIS CM,PB,ANIMALE JOAO PESSOA CM,2689.193,60.507
PB,ANIMALE JOAO PESSOA CM,CE,ANIMALE FORTALEZA CM,545.83,12.281
CE,ANIMALE FORTALEZA CM,PB,ANIMALE JOAO PESSOA CM,545.83,12.281
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE GAL CAMPINAS CM,2178.273,49.011
SP,ANIMALE GAL CAMPINAS CM,PB,ANIMALE JOAO PESSOA CM,2178.273,49.011
PB,ANIMALE JOAO PESSOA CM,MT,ANIMALE GOIABEIRAS CM,2501.051,56.274
MT,ANIMALE GOIABEIRAS CM,PB,ANIMALE JOAO PESSOA CM,2501.051,56.274
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE SJ RIO PRETO CM,2186.754,49.202
SP,ANIMALE SJ RIO PRETO CM,PB,ANIMALE JOAO PESSOA CM,2186.754,49.202
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE VILA NOVA CM,2222.169,49.999
SP,ANIMALE VILA NOVA CM,PB,ANIMALE JOAO PESSOA CM,2222.169,49.999
PB,ANIMALE JOAO PESSOA CM,ES,ANIMALE VILA VELHA CM,1577.353,35.49
ES,ANIMALE VILA VELHA CM,PB,ANIMALE JOAO PESSOA CM,1577.353,35.49
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE VILLA LOBOS CM,2220.121,49.953
SP,ANIMALE VILLA LOBOS CM,PB,ANIMALE JOAO PESSOA CM,2220.121,49.953
PB,ANIMALE JOAO PESSOA CM,RJ,ANIMALE VILLAGE MALL CM,1985.895,44.683
RJ,ANIMALE VILLAGE MALL CM,PB,ANIMALE JOAO PESSOA CM,1985.895,44.683
PB,ANIMALE JOAO PESSOA CM,AM,ANIMALE MANAUARA CM,2824.401,63.549
AM,ANIMALE MANAUARA CM,PB,ANIMALE JOAO PESSOA CM,2824.401,63.549
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE MOEMA CM,2220.968,49.972
SP,ANIMALE MOEMA CM,PB,ANIMALE JOAO PESSOA CM,2220.968,49.972
PB,ANIMALE JOAO PESSOA CM,RS,ANIMALE MOINHOS CM,3060.329,68.857
RS,ANIMALE MOINHOS CM,PB,ANIMALE JOAO PESSOA CM,3060.329,68.857
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE MORUMBI CM,2224.446,50.05
SP,ANIMALE MORUMBI CM,PB,ANIMALE JOAO PESSOA CM,2224.446,50.05
PB,ANIMALE JOAO PESSOA CM,PR,ANIMALE MUELLER CM,2541.661,57.187
PR,ANIMALE MUELLER CM,PB,ANIMALE JOAO PESSOA CM,2541.661,57.187
PB,ANIMALE JOAO PESSOA CM,RN,ANIMALE NATAL CM,144.798,3.258
RN,ANIMALE NATAL CM,PB,ANIMALE JOAO PESSOA CM,144.798,3.258
DF,ANIMALE LAGO SUL CM,PR,ANIMALE LONDRINA CM,898.337,20.213
PR,ANIMALE LONDRINA CM,DF,ANIMALE LAGO SUL CM,898.337,20.213
DF,ANIMALE LAGO SUL CM,MG,ANIMALE LOURDES CM,615.595,13.851
MG,ANIMALE LOURDES CM,DF,ANIMALE LAGO SUL CM,615.595,13.851
DF,ANIMALE LAGO SUL CM,AL,ANIMALE MACEIO CM,1490.659,33.54
AL,ANIMALE MACEIO CM,DF,ANIMALE LAGO SUL CM,1490.659,33.54
DF,ANIMALE LAGO SUL CM,MT,ANIMALE ESTACAO CUIABA CM,882.61,19.859
MT,ANIMALE ESTACAO CUIABA CM,DF,ANIMALE LAGO SUL CM,882.61,19.859
DF,ANIMALE LAGO SUL CM,GO,ANIMALE FLAMBOYANT CM,172.476,3.881
GO,ANIMALE FLAMBOYANT CM,DF,ANIMALE LAGO SUL CM,172.476,3.881
DF,ANIMALE LAGO SUL CM,SC,ANIMALE FLORIANOPOLIS CM,1301.095,29.275
SC,ANIMALE FLORIANOPOLIS CM,DF,ANIMALE LAGO SUL CM,1301.095,29.275
DF,ANIMALE LAGO SUL CM,CE,ANIMALE FORTALEZA CM,1687.709,37.973
CE,ANIMALE FORTALEZA CM,DF,ANIMALE LAGO SUL CM,1687.709,37.973
DF,ANIMALE LAGO SUL CM,SP,ANIMALE GAL CAMPINAS CM,781.617,17.586
SP,ANIMALE GAL CAMPINAS CM,DF,ANIMALE LAGO SUL CM,781.617,17.586
DF,ANIMALE LAGO SUL CM,MT,ANIMALE GOIABEIRAS CM,881.366,19.831
MT,ANIMALE GOIABEIRAS CM,DF,ANIMALE LAGO SUL CM,881.366,19.831
DF,ANIMALE LAGO SUL CM,SP,ANIMALE SJ RIO PRETO CM,577.933,13.003
SP,ANIMALE SJ RIO PRETO CM,DF,ANIMALE LAGO SUL CM,577.933,13.003
DF,ANIMALE LAGO SUL CM,SP,ANIMALE VILA NOVA CM,871.587,19.611
SP,ANIMALE VILA NOVA CM,DF,ANIMALE LAGO SUL CM,871.587,19.611
DF,ANIMALE LAGO SUL CM,ES,ANIMALE VILA VELHA CM,944.429,21.25
ES,ANIMALE VILA VELHA CM,DF,ANIMALE LAGO SUL CM,944.429,21.25
DF,ANIMALE LAGO SUL CM,SP,ANIMALE VILLA LOBOS CM,863.7,19.433
SP,ANIMALE VILLA LOBOS CM,DF,ANIMALE LAGO SUL CM,863.7,19.433
DF,ANIMALE LAGO SUL CM,RJ,ANIMALE VILLAGE MALL CM,919.881,20.697
RJ,ANIMALE VILLAGE MALL CM,DF,ANIMALE LAGO SUL CM,919.881,20.697
DF,ANIMALE LAGO SUL CM,AM,ANIMALE MANAUARA CM,1937.038,43.583
AM,ANIMALE MANAUARA CM,DF,ANIMALE LAGO SUL CM,1937.038,43.583
DF,ANIMALE LAGO SUL CM,SP,ANIMALE MOEMA CM,867.734,19.524
SP,ANIMALE MOEMA CM,DF,ANIMALE LAGO SUL CM,867.734,19.524
DF,ANIMALE LAGO SUL CM,RS,ANIMALE MOINHOS CM,1605.659,36.127
RS,ANIMALE MOINHOS CM,DF,ANIMALE LAGO SUL CM,1605.659,36.127
DF,ANIMALE LAGO SUL CM,SP,ANIMALE MORUMBI CM,869.523,19.564
SP,ANIMALE MORUMBI CM,DF,ANIMALE LAGO SUL CM,869.523,19.564
DF,ANIMALE LAGO SUL CM,PR,ANIMALE MUELLER CM,1068.799,24.048
PR,ANIMALE MUELLER CM,DF,ANIMALE LAGO SUL CM,1068.799,24.048
DF,ANIMALE LAGO SUL CM,RN,ANIMALE NATAL CM,1772.724,39.886
RN,ANIMALE NATAL CM,DF,ANIMALE LAGO SUL CM,1772.724,39.886
PR,ANIMALE LONDRINA CM,MG,ANIMALE LOURDES CM,839.043,18.878
MG,ANIMALE LOURDES CM,PR,ANIMALE LONDRINA CM,839.043,18.878
PR,ANIMALE LONDRINA CM,AL,ANIMALE MACEIO CM,2239.62,50.391
AL,ANIMALE MACEIO CM,PR,ANIMALE LONDRINA CM,2239.62,50.391
PR,ANIMALE LONDRINA CM,MT,ANIMALE ESTACAO CUIABA CM,1002.134,22.548
MT,ANIMALE ESTACAO CUIABA CM,PR,ANIMALE LONDRINA CM,1002.134,22.548
PR,ANIMALE LONDRINA CM,GO,ANIMALE FLAMBOYANT CM,762.312,17.152
GO,ANIMALE FLAMBOYANT CM,PR,ANIMALE LONDRINA CM,762.312,17.152
PR,ANIMALE LONDRINA CM,SC,ANIMALE FLORIANOPOLIS CM,539.754,12.144
SC,ANIMALE FLORIANOPOLIS CM,PR,ANIMALE LONDRINA CM,539.754,12.144
PR,ANIMALE LONDRINA CM,CE,ANIMALE FORTALEZA CM,2561.501,57.634
CE,ANIMALE FORTALEZA CM,PR,ANIMALE LONDRINA CM,2561.501,57.634
PR,ANIMALE LONDRINA CM,SP,ANIMALE GAL CAMPINAS CM,429.67,9.668
SP,ANIMALE GAL CAMPINAS CM,PR,ANIMALE LONDRINA CM,429.67,9.668
PR,ANIMALE LONDRINA CM,MT,ANIMALE GOIABEIRAS CM,1001.558,22.535
MT,ANIMALE GOIABEIRAS CM,PR,ANIMALE LONDRINA CM,1001.558,22.535
PR,ANIMALE LONDRINA CM,SP,ANIMALE SJ RIO PRETO CM,329.603,7.416
SP,ANIMALE SJ RIO PRETO CM,PR,ANIMALE LONDRINA CM,329.603,7.416
PR,ANIMALE LONDRINA CM,SP,ANIMALE VILA NOVA CM,465.299,10.469
SP,ANIMALE VILA NOVA CM,PR,ANIMALE LONDRINA CM,465.299,10.469
PR,ANIMALE LONDRINA CM,ES,ANIMALE VILA VELHA CM,1174.12,26.418
ES,ANIMALE VILA VELHA CM,PR,ANIMALE LONDRINA CM,1174.12,26.418
PR,ANIMALE LONDRINA CM,SP,ANIMALE VILLA LOBOS CM,458.908,10.325
SP,ANIMALE VILLA LOBOS CM,PR,ANIMALE LONDRINA CM,458.908,10.325
PR,ANIMALE LONDRINA CM,RJ,ANIMALE VILLAGE MALL CM,794.706,17.881
RJ,ANIMALE VILLAGE MALL CM,PR,ANIMALE LONDRINA CM,794.706,17.881
PR,ANIMALE LONDRINA CM,AM,ANIMALE MANAUARA CM,2432.754,54.737
AM,ANIMALE MANAUARA CM,PR,ANIMALE LONDRINA CM,2432.754,54.737
PR,ANIMALE LONDRINA CM,SP,ANIMALE MOEMA CM,462.439,10.405
SP,ANIMALE MOEMA CM,PR,ANIMALE LONDRINA CM,462.439,10.405
PR,ANIMALE LONDRINA CM,RS,ANIMALE MOINHOS CM,740.326,16.657
RS,ANIMALE MOINHOS CM,PR,ANIMALE LONDRINA CM,740.326,16.657
PR,ANIMALE LONDRINA CM,SP,ANIMALE MORUMBI CM,459.73,10.344
SP,ANIMALE MORUMBI CM,PR,ANIMALE LONDRINA CM,459.73,10.344
PR,ANIMALE LONDRINA CM,PR,ANIMALE MUELLER CM,301.087,6.774
PR,ANIMALE MUELLER CM,PR,ANIMALE LONDRINA CM,301.087,6.774
PR,ANIMALE LONDRINA CM,RN,ANIMALE NATAL CM,2585.431,58.172
RN,ANIMALE NATAL CM,PR,ANIMALE LONDRINA CM,2585.431,58.172
MG,ANIMALE LOURDES CM,AL,ANIMALE MACEIO CM,1443.31,32.474
AL,ANIMALE MACEIO CM,MG,ANIMALE LOURDES CM,1443.31,32.474
MG,ANIMALE LOURDES CM,MT,ANIMALE ESTACAO CUIABA CM,1377.267,30.989
MT,ANIMALE ESTACAO CUIABA CM,MG,ANIMALE LOURDES CM,1377.267,30.989
MG,ANIMALE LOURDES CM,GO,ANIMALE FLAMBOYANT CM,663.934,14.939
GO,ANIMALE FLAMBOYANT CM,MG,ANIMALE LOURDES CM,663.934,14.939
MG,ANIMALE LOURDES CM,SC,ANIMALE FLORIANOPOLIS CM,968.32,21.787
SC,ANIMALE FLORIANOPOLIS CM,MG,ANIMALE LOURDES CM,968.32,21.787
MG,ANIMALE LOURDES CM,CE,ANIMALE FORTALEZA CM,1884.566,42.403
CE,ANIMALE FORTALEZA CM,MG,ANIMALE LOURDES CM,1884.566,42.403
MG,ANIMALE LOURDES CM,SP,ANIMALE GAL CAMPINAS CM,455.092,10.24
SP,ANIMALE GAL CAMPINAS CM,MG,ANIMALE LOURDES CM,455.092,10.24
MG,ANIMALE LOURDES CM,MT,ANIMALE GOIABEIRAS CM,1376.135,30.963
MT,ANIMALE GOIABEIRAS CM,MG,ANIMALE LOURDES CM,1376.135,30.963
MG,ANIMALE LOURDES CM,SP,ANIMALE SJ RIO PRETO CM,579.996,13.05
SP,ANIMALE SJ RIO PRETO CM,MG,ANIMALE LOURDES CM,579.996,13.05
MG,ANIMALE LOURDES CM,SP,ANIMALE VILA NOVA CM,495.673,11.153
SP,ANIMALE VILA NOVA CM,MG,ANIMALE LOURDES CM,495.673,11.153
MG,ANIMALE LOURDES CM,ES,ANIMALE VILA VELHA CM,384.347,8.648
ES,ANIMALE VILA VELHA CM,MG,ANIMALE LOURDES CM,384.347,8.648
MG,ANIMALE LOURDES CM,SP,ANIMALE VILLA LOBOS CM,493.421,11.102
SP,ANIMALE VILLA LOBOS CM,MG,ANIMALE LOURDES CM,493.421,11.102
MG,ANIMALE LOURDES CM,RJ,ANIMALE VILLAGE MALL CM,344.256,7.746
RJ,ANIMALE VILLAGE MALL CM,MG,ANIMALE LOURDES CM,344.256,7.746
MG,ANIMALE LOURDES CM,AM,ANIMALE MANAUARA CM,2552.237,57.425
AM,ANIMALE MANAUARA CM,MG,ANIMALE LOURDES CM,2552.237,57.425
MG,ANIMALE LOURDES CM,SP,ANIMALE MOEMA CM,494.361,11.123
SP,ANIMALE MOEMA CM,MG,ANIMALE LOURDES CM,494.361,11.123
MG,ANIMALE LOURDES CM,RS,ANIMALE MOINHOS CM,1335.561,30.05
RS,ANIMALE MOINHOS CM,MG,ANIMALE LOURDES CM,1335.561,30.05
MG,ANIMALE LOURDES CM,SP,ANIMALE MORUMBI CM,497.817,11.201
SP,ANIMALE MORUMBI CM,MG,ANIMALE LOURDES CM,497.817,11.201
MG,ANIMALE LOURDES CM,PR,ANIMALE MUELLER CM,817.111,18.385
PR,ANIMALE MUELLER CM,MG,ANIMALE LOURDES CM,817.111,18.385
MG,ANIMALE LOURDES CM,RN,ANIMALE NATAL CM,1823.32,41.025
RN,ANIMALE NATAL CM,MG,ANIMALE LOURDES CM,1823.32,41.025
AL,ANIMALE MACEIO CM,MT,ANIMALE ESTACAO CUIABA CM,2312.523,52.032
MT,ANIMALE ESTACAO CUIABA CM,AL,ANIMALE MACEIO CM,2312.523,52.032
AL,ANIMALE MACEIO CM,GO,ANIMALE FLAMBOYANT CM,1661.822,37.391
GO,ANIMALE FLAMBOYANT CM,AL,ANIMALE MACEIO CM,1661.822,37.391
AL,ANIMALE MACEIO CM,SC,ANIMALE FLORIANOPOLIS CM,2400.883,54.02
SC,ANIMALE FLORIANOPOLIS CM,AL,ANIMALE MACEIO CM,2400.883,54.02
AL,ANIMALE MACEIO CM,CE,ANIMALE FORTALEZA CM,718.185,16.159
CE,ANIMALE FORTALEZA CM,AL,ANIMALE MACEIO CM,718.185,16.159
AL,ANIMALE MACEIO CM,SP,ANIMALE GAL CAMPINAS CM,1897.107,42.685
SP,ANIMALE GAL CAMPINAS CM,AL,ANIMALE MACEIO CM,1897.107,42.685
AL,ANIMALE MACEIO CM,MT,ANIMALE GOIABEIRAS CM,2311.297,52.004
MT,ANIMALE GOIABEIRAS CM,AL,ANIMALE MACEIO CM,2311.297,52.004
AL,ANIMALE MACEIO CM,SP,ANIMALE SJ RIO PRETO CM,1924.618,43.304
SP,ANIMALE SJ RIO PRETO CM,AL,ANIMALE MACEIO CM,1924.618,43.304
AL,ANIMALE MACEIO CM,SP,ANIMALE VILA NOVA CM,1937.397,43.591
SP,ANIMALE VILA NOVA CM,AL,ANIMALE MACEIO CM,1937.397,43.591
AL,ANIMALE MACEIO CM,ES,ANIMALE VILA VELHA CM,1281.796,28.84
ES,ANIMALE VILA VELHA CM,AL,ANIMALE MACEIO CM,1281.796,28.84
AL,ANIMALE MACEIO CM,SP,ANIMALE VILLA LOBOS CM,1935.713,43.554
SP,ANIMALE VILLA LOBOS CM,AL,ANIMALE MACEIO CM,1935.713,43.554
AL,ANIMALE MACEIO CM,RJ,ANIMALE VILLAGE MALL CM,1693.406,38.102
RJ,ANIMALE VILLAGE MALL CM,AL,ANIMALE MACEIO CM,1693.406,38.102
AL,ANIMALE MACEIO CM,AM,ANIMALE MANAUARA CM,2783.264,62.623
AM,ANIMALE MANAUARA CM,AL,ANIMALE MACEIO CM,2783.264,62.623
AL,ANIMALE MACEIO CM,SP,ANIMALE MOEMA CM,1936.366,43.568
SP,ANIMALE MOEMA CM,AL,ANIMALE MACEIO CM,1936.366,43.568
AL,ANIMALE MACEIO CM,RS,ANIMALE MOINHOS CM,2773.201,62.397
RS,ANIMALE MOINHOS CM,AL,ANIMALE MACEIO CM,2773.201,62.397
AL,ANIMALE MACEIO CM,SP,ANIMALE MORUMBI CM,1939.878,43.647
SP,ANIMALE MORUMBI CM,AL,ANIMALE MACEIO CM,1939.878,43.647
AL,ANIMALE MACEIO CM,PR,ANIMALE MUELLER CM,2260.108,50.852
PR,ANIMALE MUELLER CM,AL,ANIMALE MACEIO CM,2260.108,50.852
AL,ANIMALE MACEIO CM,RN,ANIMALE NATAL CM,423.233,9.523
RN,ANIMALE NATAL CM,AL,ANIMALE MACEIO CM,423.233,9.523
MT,ANIMALE ESTACAO CUIABA CM,GO,ANIMALE FLAMBOYANT CM,746.274,16.791
GO,ANIMALE FLAMBOYANT CM,MT,ANIMALE ESTACAO CUIABA CM,746.274,16.791
MT,ANIMALE ESTACAO CUIABA CM,SC,ANIMALE FLORIANOPOLIS CM,1541.375,34.681
SC,ANIMALE FLORIANOPOLIS CM,MT,ANIMALE ESTACAO CUIABA CM,1541.375,34.681
MT,ANIMALE ESTACAO CUIABA CM,CE,ANIMALE FORTALEZA CM,2333.129,52.495
CE,ANIMALE FORTALEZA CM,MT,ANIMALE ESTACAO CUIABA CM,2333.129,52.495
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE GAL CAMPINAS CM,1249.568,28.115
SP,ANIMALE GAL CAMPINAS CM,MT,ANIMALE ESTACAO CUIABA CM,1249.568,28.115
MT,ANIMALE ESTACAO CUIABA CM,MT,ANIMALE GOIABEIRAS CM,1.25,0.028
MT,ANIMALE GOIABEIRAS CM,MT,ANIMALE ESTACAO CUIABA CM,1.25,0.028
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE SJ RIO PRETO CM,918.607,20.669
SP,ANIMALE SJ RIO PRETO CM,MT,ANIMALE ESTACAO CUIABA CM,918.607,20.669
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE VILA NOVA CM,1333.945,30.014
SP,ANIMALE VILA NOVA CM,MT,ANIMALE ESTACAO CUIABA CM,1333.945,30.014
MT,ANIMALE ESTACAO CUIABA CM,ES,ANIMALE VILA VELHA CM,1755.735,39.504
ES,ANIMALE VILA VELHA CM,MT,ANIMALE ESTACAO CUIABA CM,1755.735,39.504
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE VILLA LOBOS CM,1324.761,29.807
SP,ANIMALE VILLA LOBOS CM,MT,ANIMALE ESTACAO CUIABA CM,1324.761,29.807
MT,ANIMALE ESTACAO CUIABA CM,RJ,ANIMALE VILLAGE MALL CM,1564.716,35.206
RJ,ANIMALE VILLAGE MALL CM,MT,ANIMALE ESTACAO CUIABA CM,1564.716,35.206
MT,ANIMALE ESTACAO CUIABA CM,AM,ANIMALE MANAUARA CM,1445.49,32.524
AM,ANIMALE MANAUARA CM,MT,ANIMALE ESTACAO CUIABA CM,1445.49,32.524
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE MOEMA CM,1329.645,29.917
SP,ANIMALE MOEMA CM,MT,ANIMALE ESTACAO CUIABA CM,1329.645,29.917
MT,ANIMALE ESTACAO CUIABA CM,RS,ANIMALE MOINHOS CM,1675.692,37.703
RS,ANIMALE MOINHOS CM,MT,ANIMALE ESTACAO CUIABA CM,1675.692,37.703
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE MORUMBI CM,1328.932,29.901
SP,ANIMALE MORUMBI CM,MT,ANIMALE ESTACAO CUIABA CM,1328.932,29.901
MT,ANIMALE ESTACAO CUIABA CM,PR,ANIMALE MUELLER CM,1301.038,29.273
PR,ANIMALE MUELLER CM,MT,ANIMALE ESTACAO CUIABA CM,1301.038,29.273
MT,ANIMALE ESTACAO CUIABA CM,RN,ANIMALE NATAL CM,2525.696,56.828
RN,ANIMALE NATAL CM,MT,ANIMALE ESTACAO CUIABA CM,2525.696,56.828
GO,ANIMALE FLAMBOYANT CM,SC,ANIMALE FLORIANOPOLIS CM,1206.802,27.153
SC,ANIMALE FLORIANOPOLIS CM,GO,ANIMALE FLAMBOYANT CM,1206.802,27.153
GO,ANIMALE FLAMBOYANT CM,CE,ANIMALE FORTALEZA CM,1852.54,41.682
CE,ANIMALE FORTALEZA CM,GO,ANIMALE FLAMBOYANT CM,1852.54,41.682
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE GAL CAMPINAS CM,720.077,16.202
SP,ANIMALE GAL CAMPINAS CM,GO,ANIMALE FLAMBOYANT CM,720.077,16.202
GO,ANIMALE FLAMBOYANT CM,MT,ANIMALE GOIABEIRAS CM,745.057,16.764
MT,ANIMALE GOIABEIRAS CM,GO,ANIMALE FLAMBOYANT CM,745.057,16.764
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE SJ RIO PRETO CM,460.822,10.368
SP,ANIMALE SJ RIO PRETO CM,GO,ANIMALE FLAMBOYANT CM,460.822,10.368
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE VILA NOVA CM,813.656,18.307
SP,ANIMALE VILA NOVA CM,GO,ANIMALE FLAMBOYANT CM,813.656,18.307
GO,ANIMALE FLAMBOYANT CM,ES,ANIMALE VILA VELHA CM,1026.021,23.085
ES,ANIMALE VILA VELHA CM,GO,ANIMALE FLAMBOYANT CM,1026.021,23.085
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE VILLA LOBOS CM,804.964,18.112
SP,ANIMALE VILLA LOBOS CM,GO,ANIMALE FLAMBOYANT CM,804.964,18.112
GO,ANIMALE FLAMBOYANT CM,RJ,ANIMALE VILLAGE MALL CM,925.121,20.815
RJ,ANIMALE VILLAGE MALL CM,GO,ANIMALE FLAMBOYANT CM,925.121,20.815
GO,ANIMALE FLAMBOYANT CM,AM,ANIMALE MANAUARA CM,1911.204,43.002
AM,ANIMALE MANAUARA CM,GO,ANIMALE FLAMBOYANT CM,1911.204,43.002
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE MOEMA CM,809.466,18.213
SP,ANIMALE MOEMA CM,GO,ANIMALE FLAMBOYANT CM,809.466,18.213
GO,ANIMALE FLAMBOYANT CM,RS,ANIMALE MOINHOS CM,1488.463,33.49
RS,ANIMALE MOINHOS CM,GO,ANIMALE FLAMBOYANT CM,1488.463,33.49
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE MORUMBI CM,810.617,18.239
SP,ANIMALE MORUMBI CM,GO,ANIMALE FLAMBOYANT CM,810.617,18.239
GO,ANIMALE FLAMBOYANT CM,PR,ANIMALE MUELLER CM,964.5,21.701
PR,ANIMALE MUELLER CM,GO,ANIMALE FLAMBOYANT CM,964.5,21.701
GO,ANIMALE FLAMBOYANT CM,RN,ANIMALE NATAL CM,1944.853,43.759
RN,ANIMALE NATAL CM,GO,ANIMALE FLAMBOYANT CM,1944.853,43.759
SC,ANIMALE FLORIANOPOLIS CM,CE,ANIMALE FORTALEZA CM,2844.831,64.009
CE,ANIMALE FORTALEZA CM,SC,ANIMALE FLORIANOPOLIS CM,2844.831,64.009
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE GAL CAMPINAS CM,545.062,12.264
SP,ANIMALE GAL CAMPINAS CM,SC,ANIMALE FLORIANOPOLIS CM,545.062,12.264
SC,ANIMALE FLORIANOPOLIS CM,MT,ANIMALE GOIABEIRAS CM,1540.82,34.668
MT,ANIMALE GOIABEIRAS CM,SC,ANIMALE FLORIANOPOLIS CM,1540.82,34.668
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE SJ RIO PRETO CM,749.409,16.862
SP,ANIMALE SJ RIO PRETO CM,SC,ANIMALE FLORIANOPOLIS CM,749.409,16.862
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE VILA NOVA CM,477.585,10.746
SP,ANIMALE VILA NOVA CM,SC,ANIMALE FLORIANOPOLIS CM,477.585,10.746
SC,ANIMALE FLORIANOPOLIS CM,ES,ANIMALE VILA VELHA CM,1161.901,26.143
ES,ANIMALE VILA VELHA CM,SC,ANIMALE FLORIANOPOLIS CM,1161.901,26.143
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE VILLA LOBOS CM,481.745,10.839
SP,ANIMALE VILLA LOBOS CM,SC,ANIMALE FLORIANOPOLIS CM,481.745,10.839
SC,ANIMALE FLORIANOPOLIS CM,RJ,ANIMALE VILLAGE MALL CM,722.757,16.262
RJ,ANIMALE VILLAGE MALL CM,SC,ANIMALE FLORIANOPOLIS CM,722.757,16.262
SC,ANIMALE FLORIANOPOLIS CM,AM,ANIMALE MANAUARA CM,2971.082,66.849
AM,ANIMALE MANAUARA CM,SC,ANIMALE FLORIANOPOLIS CM,2971.082,66.849
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE MOEMA CM,479.742,10.794
SP,ANIMALE MOEMA CM,SC,ANIMALE FLORIANOPOLIS CM,479.742,10.794
SC,ANIMALE FLORIANOPOLIS CM,RS,ANIMALE MOINHOS CM,374.461,8.425
