Estado_A,Filial_A,Estado_B,Filial_B,Distancia_km,Leadtime
PE,ANIMALE RIOMAR RECIFE CM,GO,ANIMALE FLAMBOYANT CM,1826.679,41.1
GO,ANIMALE FLAMBOYANT CM,PE,ANIMALE RIOMAR RECIFE CM,1826.679,41.1
PE,ANIMALE RIOMAR RECIFE CM,SC,ANIMALE FLORIANOPOLIS CM,2593.303,58.349
SC,ANIMALE FLORIANOPOLIS CM,PE,ANIMALE RIOMAR RECIFE CM,2593.303,58.349
PE,ANIMALE RIOMAR RECIFE CM,CE,ANIMALE FORTALEZA CM,621.28,13.979
CE,ANIMALE FORTALEZA CM,PE,ANIMALE RIOMAR RECIFE CM,621.28,13.979
PE,ANIMALE RIOMAR RECIFE CM,SP,ANIMALE GAL CAMPINAS CM,2087.169,46.961
SP,ANIMALE GAL CAMPINAS CM,PE,ANIMALE RIOMAR RECIFE CM,2087.169,46.961
PE,ANIMALE RIOMAR RECIFE CM,MT,ANIMALE GOIABEIRAS CM,2453.955,55.214
MT,ANIMALE GOIABEIRAS CM,PE,ANIMALE RIOMAR RECIFE CM,2453.955,55.214
PE,ANIMALE RIOMAR RECIFE CM,SP,ANIMALE SJ RIO PRETO CM,2106.299,47.392
SP,ANIMALE SJ RIO PRETO CM,PE,ANIMALE RIOMAR RECIFE CM,2106.299,47.392
PE,ANIMALE RIOMAR RECIFE CM,SP,ANIMALE VILA NOVA CM,2128.742,47.897
SP,ANIMALE VILA NOVA CM,PE,ANIMALE RIOMAR RECIFE CM,2128.742,47.897
PE,ANIMALE RIOMAR RECIFE CM,ES,ANIMALE VILA VELHA CM,1474.139,33.168
ES,ANIMALE VILA VELHA CM,PE,ANIMALE RIOMAR RECIFE CM,1474.139,33.168
PE,ANIMALE RIOMAR RECIFE CM,SP,ANIMALE VILLA LOBOS CM,2126.937,47.856
SP,ANIMALE VILLA LOBOS CM,PE,ANIMALE RIOMAR RECIFE CM,2126.937,47.856
PE,ANIMALE RIOMAR RECIFE CM,RJ,ANIMALE VILLAGE MALL CM,1886.483,42.446
RJ,ANIMALE VILLAGE MALL CM,PE,ANIMALE RIOMAR RECIFE CM,1886.483,42.446
PE,ANIMALE RIOMAR RECIFE CM,AM,ANIMALE MANAUARA CM,2835.944,63.809
AM,ANIMALE MANAUARA CM,PE,ANIMALE RIOMAR RECIFE CM,2835.944,63.809
PE,ANIMALE RIOMAR RECIFE CM,SP,ANIMALE MOEMA CM,2127.654,47.872
SP,ANIMALE MOEMA CM,PE,ANIMALE RIOMAR RECIFE CM,2127.654,47.872
PE,ANIMALE RIOMAR RECIFE CM,RS,ANIMALE MOINHOS CM,2965.342,66.72
RS,ANIMALE MOINHOS CM,PE,ANIMALE RIOMAR RECIFE CM,2965.342,66.72
PE,ANIMALE RIOMAR RECIFE CM,SP,ANIMALE MORUMBI CM,2131.156,47.951
SP,ANIMALE MORUMBI CM,PE,ANIMALE RIOMAR RECIFE CM,2131.156,47.951
PE,ANIMALE RIOMAR RECIFE CM,PR,ANIMALE MUELLER CM,2450.39,55.134
PR,ANIMALE MUELLER CM,PE,ANIMALE RIOMAR RECIFE CM,2450.39,55.134
PE,ANIMALE RIOMAR RECIFE CM,RN,ANIMALE NATAL CM,250.808,5.643
RN,ANIMALE NATAL CM,PE,ANIMALE RIOMAR RECIFE CM,250.808,5.643
BA,ANIMALE SALVADOR CM,DF,ANIMALE IGUATEMI BSB CM,1120.882,25.22
DF,ANIMALE IGUATEMI BSB CM,BA,ANIMALE SALVADOR CM,1120.882,25.22
BA,ANIMALE SALVADOR CM,SP,ANIMALE IGUATEMI SP CM,1459.345,32.835
SP,ANIMALE IGUATEMI SP CM,BA,ANIMALE SALVADOR CM,1459.345,32.835
BA,ANIMALE SALVADOR CM,RJ,ANIMALE IPANEMA CM,1216.259,27.366
RJ,ANIMALE IPANEMA CM,BA,ANIMALE SALVADOR CM,1216.259,27.366
BA,ANIMALE SALVADOR CM,SP,ANIMALE JK SAO PAULO CM,1459.704,32.843
SP,ANIMALE JK SAO PAULO CM,BA,ANIMALE SALVADOR CM,1459.704,32.843
BA,ANIMALE SALVADOR CM,RJ,ANIMALE ORO IPANEMA CM,1216.43,27.37
RJ,ANIMALE ORO IPANEMA CM,BA,ANIMALE SALVADOR CM,1216.43,27.37
BA,ANIMALE SALVADOR CM,SP,ANIMALE OSCAR FREIRE CM,1457.409,32.792
SP,ANIMALE OSCAR FREIRE CM,BA,ANIMALE SALVADOR CM,1457.409,32.792
BA,ANIMALE SALVADOR CM,RJ,ANIMALE PLAZA CM,1206.52,27.147
RJ,ANIMALE PLAZA CM,BA,ANIMALE SALVADOR CM,1206.52,27.147
BA,ANIMALE SALVADOR CM,RS,ANIMALE PORTO ALEGRE CM,2297.11,51.685
RS,ANIMALE PORTO ALEGRE CM,BA,ANIMALE SALVADOR CM,2297.11,51.685
BA,ANIMALE SALVADOR CM,ES,ANIMALE PRAIA DO CANTO CM,832.958,18.742
ES,ANIMALE PRAIA DO CANTO CM,BA,ANIMALE SALVADOR CM,832.958,18.742
BA,ANIMALE SALVADOR CM,SP,ANIMALE SAO CAETANO CM,1457.248,32.788
SP,ANIMALE SAO CAETANO CM,BA,ANIMALE SALVADOR CM,1457.248,32.788
BA,ANIMALE SALVADOR CM,MG,ANIMALE SAVASSI CM,965.77,21.73
MG,ANIMALE SAVASSI CM,BA,ANIMALE SALVADOR CM,965.77,21.73
BA,ANIMALE SALVADOR CM,PR,ANIMALE SHOP BATEL CM,1787.064,40.209
PR,ANIMALE SHOP BATEL CM,BA,ANIMALE SALVADOR CM,1787.064,40.209
BA,ANIMALE SALVADOR CM,DF,ANIMALE SHOP BRASILIA CM,1063.723,23.934
DF,ANIMALE SHOP BRASILIA CM,BA,ANIMALE SALVADOR CM,1063.723,23.934
BA,ANIMALE SALVADOR CM,RJ,ANIMALE SHOP LEBLON CM,1216.083,27.362
RJ,ANIMALE SHOP LEBLON CM,BA,ANIMALE SALVADOR CM,1216.083,27.362
BA,ANIMALE SALVADOR CM,RJ,ANIMALE SHOP TIJUCA CM,1213.472,27.303
RJ,ANIMALE SHOP TIJUCA CM,BA,ANIMALE SALVADOR CM,1213.472,27.303
BA,ANIMALE SALVADOR CM,ES,ANIMALE SHOP VITORIA CM,834.436,18.775
ES,ANIMALE SHOP VITORIA CM,BA,ANIMALE SALVADOR CM,834.436,18.775
BA,ANIMALE SALVADOR CM,PA,ANIMALE BELEM CM,1688.305,37.987
PA,ANIMALE BELEM CM,BA,ANIMALE SALVADOR CM,1688.305,37.987
BA,ANIMALE SALVADOR CM,MG,ANIMALE BH SHOP CM,1002.052,22.546
MG,ANIMALE BH SHOP CM,BA,ANIMALE SALVADOR CM,1002.052,22.546
BA,ANIMALE SALVADOR CM,SP,ANIMALE CAMPINAS CM,1423.288,32.024
SP,ANIMALE CAMPINAS CM,BA,ANIMALE SALVADOR CM,1423.288,32.024
BA,ANIMALE SALVADOR CM,MS,ANIMALE CAMPO GRANDE CM,1907.384,42.916
MS,ANIMALE CAMPO GRANDE CM,BA,ANIMALE SALVADOR CM,1907.384,42.916
BA,ANIMALE SALVADOR CM,SP,ANIMALE ELDORADO CM,1457.96,32.804
SP,ANIMALE ELDORADO CM,BA,ANIMALE SALVADOR CM,1457.96,32.804
BA,ANIMALE SALVADOR CM,PB,ANIMALE JOAO PESSOA CM,761.099,17.125
PB,ANIMALE JOAO PESSOA CM,BA,ANIMALE SALVADOR CM,761.099,17.125
BA,ANIMALE SALVADOR CM,DF,ANIMALE LAGO SUL CM,1065.741,23.979
DF,ANIMALE LAGO SUL CM,BA,ANIMALE SALVADOR CM,1065.741,23.979
BA,ANIMALE SALVADOR CM,PR,ANIMALE LONDRINA CM,1767.203,39.762
PR,ANIMALE LONDRINA CM,BA,ANIMALE SALVADOR CM,1767.203,39.762
BA,ANIMALE SALVADOR CM,MG,ANIMALE LOURDES CM,967.255,21.763
MG,ANIMALE LOURDES CM,BA,ANIMALE SALVADOR CM,967.255,21.763
BA,ANIMALE SALVADOR CM,AL,ANIMALE MACEIO CM,476.444,10.72
AL,ANIMALE MACEIO CM,BA,ANIMALE SALVADOR CM,476.444,10.72
BA,ANIMALE SALVADOR CM,MT,ANIMALE ESTACAO CUIABA CM,1927.271,43.364
MT,ANIMALE ESTACAO CUIABA CM,BA,ANIMALE SALVADOR CM,1927.271,43.364
BA,ANIMALE SALVADOR CM,GO,ANIMALE FLAMBOYANT CM,1231.446,27.708
GO,ANIMALE FLAMBOYANT CM,BA,ANIMALE SALVADOR CM,1231.446,27.708
BA,ANIMALE SALVADOR CM,SC,ANIMALE FLORIANOPOLIS CM,1928.096,43.382
SC,ANIMALE FLORIANOPOLIS CM,BA,ANIMALE SALVADOR CM,1928.096,43.382
BA,ANIMALE SALVADOR CM,CE,ANIMALE FORTALEZA CM,1019.076,22.929
CE,ANIMALE FORTALEZA CM,BA,ANIMALE SALVADOR CM,1019.076,22.929
BA,ANIMALE SALVADOR CM,SP,ANIMALE GAL CAMPINAS CM,1420.71,31.966
SP,ANIMALE GAL CAMPINAS CM,BA,ANIMALE SALVADOR CM,1420.71,31.966
BA,ANIMALE SALVADOR CM,MT,ANIMALE GOIABEIRAS CM,1926.023,43.336
MT,ANIMALE GOIABEIRAS CM,BA,ANIMALE SALVADOR CM,1926.023,43.336
BA,ANIMALE SALVADOR CM,SP,ANIMALE SJ RIO PRETO CM,1456.538,32.772
SP,ANIMALE SJ RIO PRETO CM,BA,ANIMALE SALVADOR CM,1456.538,32.772
BA,ANIMALE SALVADOR CM,SP,ANIMALE VILA NOVA CM,1461.975,32.894
SP,ANIMALE VILA NOVA CM,BA,ANIMALE SALVADOR CM,1461.975,32.894
BA,ANIMALE SALVADOR CM,ES,ANIMALE VILA VELHA CM,836.729,18.826
ES,ANIMALE VILA VELHA CM,BA,ANIMALE SALVADOR CM,836.729,18.826
BA,ANIMALE SALVADOR CM,SP,ANIMALE VILLA LOBOS CM,1460.127,32.853
SP,ANIMALE VILLA LOBOS CM,BA,ANIMALE SALVADOR CM,1460.127,32.853
BA,ANIMALE SALVADOR CM,RJ,ANIMALE VILLAGE MALL CM,1228.286,27.636
RJ,ANIMALE VILLAGE MALL CM,BA,ANIMALE SALVADOR CM,1228.286,27.636
BA,ANIMALE SALVADOR CM,AM,ANIMALE MANAUARA CM,2612.312,58.777
AM,ANIMALE MANAUARA CM,BA,ANIMALE SALVADOR CM,2612.312,58.777
BA,ANIMALE SALVADOR CM,SP,ANIMALE MOEMA CM,1460.865,32.869
SP,ANIMALE MOEMA CM,BA,ANIMALE SALVADOR CM,1460.865,32.869
BA,ANIMALE SALVADOR CM,RS,ANIMALE MOINHOS CM,2299.356,51.736
RS,ANIMALE MOINHOS CM,BA,ANIMALE SALVADOR CM,2299.356,51.736
BA,ANIMALE SALVADOR CM,SP,ANIMALE MORUMBI CM,1464.363,32.948
SP,ANIMALE MORUMBI CM,BA,ANIMALE SALVADOR CM,1464.363,32.948
BA,ANIMALE SALVADOR CM,PR,ANIMALE MUELLER CM,1783.789,40.135
PR,ANIMALE MUELLER CM,BA,ANIMALE SALVADOR CM,1783.789,40.135
BA,ANIMALE SALVADOR CM,RN,ANIMALE NATAL CM,866.11,19.487
RN,ANIMALE NATAL CM,BA,ANIMALE SALVADOR CM,866.11,19.487
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE IGUATEMI SP CM,1487.768,33.475
SP,ANIMALE IGUATEMI SP CM,DF,ANIMALE IGUATEMI BSB CM,1487.768,33.475
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE IPANEMA CM,1515.247,34.093
RJ,ANIMALE IPANEMA CM,DF,ANIMALE IGUATEMI BSB CM,1515.247,34.093
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE JK SAO PAULO CM,1490.105,33.527
SP,ANIMALE JK SAO PAULO CM,DF,ANIMALE IGUATEMI BSB CM,1490.105,33.527
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE ORO IPANEMA CM,1515.074,34.089
RJ,ANIMALE ORO IPANEMA CM,DF,ANIMALE IGUATEMI BSB CM,1515.074,34.089
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE OSCAR FREIRE CM,1487.352,33.465
SP,ANIMALE OSCAR FREIRE CM,DF,ANIMALE IGUATEMI BSB CM,1487.352,33.465
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE PLAZA CM,1507.912,33.928
RJ,ANIMALE PLAZA CM,DF,ANIMALE IGUATEMI BSB CM,1507.912,33.928
DF,ANIMALE IGUATEMI BSB CM,RS,ANIMALE PORTO ALEGRE CM,2212.272,49.776
RS,ANIMALE PORTO ALEGRE CM,DF,ANIMALE IGUATEMI BSB CM,2212.272,49.776
DF,ANIMALE IGUATEMI BSB CM,ES,ANIMALE PRAIA DO CANTO CM,1410.251,31.731
ES,ANIMALE PRAIA DO CANTO CM,DF,ANIMALE IGUATEMI BSB CM,1410.251,31.731
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE SAO CAETANO CM,1495.456,33.648
SP,ANIMALE SAO CAETANO CM,DF,ANIMALE IGUATEMI BSB CM,1495.456,33.648
DF,ANIMALE IGUATEMI BSB CM,MG,ANIMALE SAVASSI CM,1174.967,26.437
MG,ANIMALE SAVASSI CM,DF,ANIMALE IGUATEMI BSB CM,1174.967,26.437
DF,ANIMALE IGUATEMI BSB CM,PR,ANIMALE SHOP BATEL CM,1688.049,37.981
PR,ANIMALE SHOP BATEL CM,DF,ANIMALE IGUATEMI BSB CM,1688.049,37.981
DF,ANIMALE IGUATEMI BSB CM,DF,ANIMALE SHOP BRASILIA CM,618.027,13.906
DF,ANIMALE SHOP BRASILIA CM,DF,ANIMALE IGUATEMI BSB CM,618.027,13.906
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE SHOP LEBLON CM,1513.969,34.064
RJ,ANIMALE SHOP LEBLON CM,DF,ANIMALE IGUATEMI BSB CM,1513.969,34.064
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE SHOP TIJUCA CM,1508.729,33.946
RJ,ANIMALE SHOP TIJUCA CM,DF,ANIMALE IGUATEMI BSB CM,1508.729,33.946
DF,ANIMALE IGUATEMI BSB CM,ES,ANIMALE SHOP VITORIA CM,1411.589,31.761
ES,ANIMALE SHOP VITORIA CM,DF,ANIMALE IGUATEMI BSB CM,1411.589,31.761
DF,ANIMALE IGUATEMI BSB CM,PA,ANIMALE BELEM CM,970.188,21.829
PA,ANIMALE BELEM CM,DF,ANIMALE IGUATEMI BSB CM,970.188,21.829
DF,ANIMALE IGUATEMI BSB CM,MG,ANIMALE BH SHOP CM,1184.924,26.661
MG,ANIMALE BH SHOP CM,DF,ANIMALE IGUATEMI BSB CM,1184.924,26.661
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE CAMPINAS CM,1409.823,31.721
SP,ANIMALE CAMPINAS CM,DF,ANIMALE IGUATEMI BSB CM,1409.823,31.721
DF,ANIMALE IGUATEMI BSB CM,MS,ANIMALE CAMPO GRANDE CM,1316.01,29.61
MS,ANIMALE CAMPO GRANDE CM,DF,ANIMALE IGUATEMI BSB CM,1316.01,29.61
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE ELDORADO CM,1487.588,33.471
SP,ANIMALE ELDORADO CM,DF,ANIMALE IGUATEMI BSB CM,1487.588,33.471
DF,ANIMALE IGUATEMI BSB CM,PB,ANIMALE JOAO PESSOA CM,1524.795,34.308
PB,ANIMALE JOAO PESSOA CM,DF,ANIMALE IGUATEMI BSB CM,1524.795,34.308
DF,ANIMALE IGUATEMI BSB CM,DF,ANIMALE LAGO SUL CM,625.118,14.065
DF,ANIMALE LAGO SUL CM,DF,ANIMALE IGUATEMI BSB CM,625.118,14.065
DF,ANIMALE IGUATEMI BSB CM,PR,ANIMALE LONDRINA CM,1483.501,33.379
PR,ANIMALE LONDRINA CM,DF,ANIMALE IGUATEMI BSB CM,1483.501,33.379
DF,ANIMALE IGUATEMI BSB CM,MG,ANIMALE LOURDES CM,1174.331,26.422
MG,ANIMALE LOURDES CM,DF,ANIMALE IGUATEMI BSB CM,1174.331,26.422
DF,ANIMALE IGUATEMI BSB CM,AL,ANIMALE MACEIO CM,1387.824,31.226
AL,ANIMALE MACEIO CM,DF,ANIMALE IGUATEMI BSB CM,1387.824,31.226
DF,ANIMALE IGUATEMI BSB CM,MT,ANIMALE ESTACAO CUIABA CM,1031.819,23.216
MT,ANIMALE ESTACAO CUIABA CM,DF,ANIMALE IGUATEMI BSB CM,1031.819,23.216
DF,ANIMALE IGUATEMI BSB CM,GO,ANIMALE FLAMBOYANT CM,724.287,16.296
GO,ANIMALE FLAMBOYANT CM,DF,ANIMALE IGUATEMI BSB CM,724.287,16.296
DF,ANIMALE IGUATEMI BSB CM,SC,ANIMALE FLORIANOPOLIS CM,1922.612,43.259
SC,ANIMALE FLORIANOPOLIS CM,DF,ANIMALE IGUATEMI BSB CM,1922.612,43.259
DF,ANIMALE IGUATEMI BSB CM,CE,ANIMALE FORTALEZA CM,1302.361,29.303
CE,ANIMALE FORTALEZA CM,DF,ANIMALE IGUATEMI BSB CM,1302.361,29.303
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE GAL CAMPINAS CM,1406.531,31.647
SP,ANIMALE GAL CAMPINAS CM,DF,ANIMALE IGUATEMI BSB CM,1406.531,31.647
DF,ANIMALE IGUATEMI BSB CM,MT,ANIMALE GOIABEIRAS CM,1030.751,23.192
MT,ANIMALE GOIABEIRAS CM,DF,ANIMALE IGUATEMI BSB CM,1030.751,23.192
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE SJ RIO PRETO CM,1183.791,26.635
SP,ANIMALE SJ RIO PRETO CM,DF,ANIMALE IGUATEMI BSB CM,1183.791,26.635
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE VILA NOVA CM,1495.882,33.657
SP,ANIMALE VILA NOVA CM,DF,ANIMALE IGUATEMI BSB CM,1495.882,33.657
DF,ANIMALE IGUATEMI BSB CM,ES,ANIMALE VILA VELHA CM,1413.357,31.801
ES,ANIMALE VILA VELHA CM,DF,ANIMALE IGUATEMI BSB CM,1413.357,31.801
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE VILLA LOBOS CM,1488.132,33.483
SP,ANIMALE VILLA LOBOS CM,DF,ANIMALE IGUATEMI BSB CM,1488.132,33.483
DF,ANIMALE IGUATEMI BSB CM,RJ,ANIMALE VILLAGE MALL CM,1508.743,33.947
RJ,ANIMALE VILLAGE MALL CM,DF,ANIMALE IGUATEMI BSB CM,1508.743,33.947
DF,ANIMALE IGUATEMI BSB CM,AM,ANIMALE MANAUARA CM,1510.395,33.984
AM,ANIMALE MANAUARA CM,DF,ANIMALE IGUATEMI BSB CM,1510.395,33.984
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE MOEMA CM,1492.09,33.572
SP,ANIMALE MOEMA CM,DF,ANIMALE IGUATEMI BSB CM,1492.09,33.572
DF,ANIMALE IGUATEMI BSB CM,RS,ANIMALE MOINHOS CM,2212.738,49.787
RS,ANIMALE MOINHOS CM,DF,ANIMALE IGUATEMI BSB CM,2212.738,49.787
DF,ANIMALE IGUATEMI BSB CM,SP,ANIMALE MORUMBI CM,1493.96,33.614
SP,ANIMALE MORUMBI CM,DF,ANIMALE IGUATEMI BSB CM,1493.96,33.614
DF,ANIMALE IGUATEMI BSB CM,PR,ANIMALE MUELLER CM,1685.119,37.915
PR,ANIMALE MUELLER CM,DF,ANIMALE IGUATEMI BSB CM,1685.119,37.915
DF,ANIMALE IGUATEMI BSB CM,RN,ANIMALE NATAL CM,1526.262,34.341
RN,ANIMALE NATAL CM,DF,ANIMALE IGUATEMI BSB CM,1526.262,34.341
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE IPANEMA CM,362.689,8.161
RJ,ANIMALE IPANEMA CM,SP,ANIMALE IGUATEMI SP CM,362.689,8.161
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE JK SAO PAULO CM,2.966,0.067
SP,ANIMALE JK SAO PAULO CM,SP,ANIMALE IGUATEMI SP CM,2.966,0.067
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE ORO IPANEMA CM,362.27,8.151
RJ,ANIMALE ORO IPANEMA CM,SP,ANIMALE IGUATEMI SP CM,362.27,8.151
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE OSCAR FREIRE CM,2.356,0.053
SP,ANIMALE OSCAR FREIRE CM,SP,ANIMALE IGUATEMI SP CM,2.356,0.053
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE PLAZA CM,367.72,8.274
RJ,ANIMALE PLAZA CM,SP,ANIMALE IGUATEMI SP CM,367.72,8.274
SP,ANIMALE IGUATEMI SP CM,RS,ANIMALE PORTO ALEGRE CM,841.965,18.944
RS,ANIMALE PORTO ALEGRE CM,SP,ANIMALE IGUATEMI SP CM,841.965,18.944
SP,ANIMALE IGUATEMI SP CM,ES,ANIMALE PRAIA DO CANTO CM,753.944,16.964
ES,ANIMALE PRAIA DO CANTO CM,SP,ANIMALE IGUATEMI SP CM,753.944,16.964
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE SAO CAETANO CM,13.135,0.296
SP,ANIMALE SAO CAETANO CM,SP,ANIMALE IGUATEMI SP CM,13.135,0.296
SP,ANIMALE IGUATEMI SP CM,MG,ANIMALE SAVASSI CM,494.049,11.116
MG,ANIMALE SAVASSI CM,SP,ANIMALE IGUATEMI SP CM,494.049,11.116
SP,ANIMALE IGUATEMI SP CM,PR,ANIMALE SHOP BATEL CM,334.871,7.535
PR,ANIMALE SHOP BATEL CM,SP,ANIMALE IGUATEMI SP CM,334.871,7.535
SP,ANIMALE IGUATEMI SP CM,DF,ANIMALE SHOP BRASILIA CM,870.395,19.584
DF,ANIMALE SHOP BRASILIA CM,SP,ANIMALE IGUATEMI SP CM,870.395,19.584
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE SHOP LEBLON CM,361.52,8.134
RJ,ANIMALE SHOP LEBLON CM,SP,ANIMALE IGUATEMI SP CM,361.52,8.134
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE SHOP TIJUCA CM,359.309,8.084
RJ,ANIMALE SHOP TIJUCA CM,SP,ANIMALE IGUATEMI SP CM,359.309,8.084
SP,ANIMALE IGUATEMI SP CM,ES,ANIMALE SHOP VITORIA CM,753.325,16.95
ES,ANIMALE SHOP VITORIA CM,SP,ANIMALE IGUATEMI SP CM,753.325,16.95
SP,ANIMALE IGUATEMI SP CM,PA,ANIMALE BELEM CM,2455.099,55.24
PA,ANIMALE BELEM CM,SP,ANIMALE IGUATEMI SP CM,2455.099,55.24
SP,ANIMALE IGUATEMI SP CM,MG,ANIMALE BH SHOP CM,458.409,10.314
MG,ANIMALE BH SHOP CM,SP,ANIMALE IGUATEMI SP CM,458.409,10.314
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE CAMPINAS CM,81.899,1.843
SP,ANIMALE CAMPINAS CM,SP,ANIMALE IGUATEMI SP CM,81.899,1.843
SP,ANIMALE IGUATEMI SP CM,MS,ANIMALE CAMPO GRANDE CM,884.454,19.9
MS,ANIMALE CAMPO GRANDE CM,SP,ANIMALE IGUATEMI SP CM,884.454,19.9
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE ELDORADO CM,1.786,0.04
SP,ANIMALE ELDORADO CM,SP,ANIMALE IGUATEMI SP CM,1.786,0.04
SP,ANIMALE IGUATEMI SP CM,PB,ANIMALE JOAO PESSOA CM,2219.345,49.935
PB,ANIMALE JOAO PESSOA CM,SP,ANIMALE IGUATEMI SP CM,2219.345,49.935
SP,ANIMALE IGUATEMI SP CM,DF,ANIMALE LAGO SUL CM,863.356,19.426
DF,ANIMALE LAGO SUL CM,SP,ANIMALE IGUATEMI SP CM,863.356,19.426
SP,ANIMALE IGUATEMI SP CM,PR,ANIMALE LONDRINA CM,459.582,10.341
PR,ANIMALE LONDRINA CM,SP,ANIMALE IGUATEMI SP CM,459.582,10.341
SP,ANIMALE IGUATEMI SP CM,MG,ANIMALE LOURDES CM,492.649,11.085
MG,ANIMALE LOURDES CM,SP,ANIMALE IGUATEMI SP CM,492.649,11.085
SP,ANIMALE IGUATEMI SP CM,AL,ANIMALE MACEIO CM,1934.926,43.536
AL,ANIMALE MACEIO CM,SP,ANIMALE IGUATEMI SP CM,1934.926,43.536
SP,ANIMALE IGUATEMI SP CM,MT,ANIMALE ESTACAO CUIABA CM,1324.999,29.812
MT,ANIMALE ESTACAO CUIABA CM,SP,ANIMALE IGUATEMI SP CM,1324.999,29.812
SP,ANIMALE IGUATEMI SP CM,GO,ANIMALE FLAMBOYANT CM,804.772,18.107
GO,ANIMALE FLAMBOYANT CM,SP,ANIMALE IGUATEMI SP CM,804.772,18.107
SP,ANIMALE IGUATEMI SP CM,SC,ANIMALE FLORIANOPOLIS CM,482.426,10.855
SC,ANIMALE FLORIANOPOLIS CM,SP,ANIMALE IGUATEMI SP CM,482.426,10.855
SP,ANIMALE IGUATEMI SP CM,CE,ANIMALE FORTALEZA CM,2362.455,53.155
CE,ANIMALE FORTALEZA CM,SP,ANIMALE IGUATEMI SP CM,2362.455,53.155
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE GAL CAMPINAS CM,84.892,1.91
SP,ANIMALE GAL CAMPINAS CM,SP,ANIMALE IGUATEMI SP CM,84.892,1.91
SP,ANIMALE IGUATEMI SP CM,MT,ANIMALE GOIABEIRAS CM,1324.133,29.793
MT,ANIMALE GOIABEIRAS CM,SP,ANIMALE IGUATEMI SP CM,1324.133,29.793
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE SJ RIO PRETO CM,409.902,9.223
SP,ANIMALE SJ RIO PRETO CM,SP,ANIMALE IGUATEMI SP CM,409.902,9.223
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE VILA NOVA CM,9.231,0.208
SP,ANIMALE VILA NOVA CM,SP,ANIMALE IGUATEMI SP CM,9.231,0.208
SP,ANIMALE IGUATEMI SP CM,ES,ANIMALE VILA VELHA CM,752.091,16.922
ES,ANIMALE VILA VELHA CM,SP,ANIMALE IGUATEMI SP CM,752.091,16.922
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE VILLA LOBOS CM,0.826,0.019
SP,ANIMALE VILLA LOBOS CM,SP,ANIMALE IGUATEMI SP CM,0.826,0.019
SP,ANIMALE IGUATEMI SP CM,RJ,ANIMALE VILLAGE MALL CM,339.492,7.639
RJ,ANIMALE VILLAGE MALL CM,SP,ANIMALE IGUATEMI SP CM,339.492,7.639
SP,ANIMALE IGUATEMI SP CM,AM,ANIMALE MANAUARA CM,2679.952,60.299
AM,ANIMALE MANAUARA CM,SP,ANIMALE IGUATEMI SP CM,2679.952,60.299
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE MOEMA CM,4.836,0.109
SP,ANIMALE MOEMA CM,SP,ANIMALE IGUATEMI SP CM,4.836,0.109
SP,ANIMALE IGUATEMI SP CM,RS,ANIMALE MOINHOS CM,843.964,18.989
RS,ANIMALE MOINHOS CM,SP,ANIMALE IGUATEMI SP CM,843.964,18.989
SP,ANIMALE IGUATEMI SP CM,SP,ANIMALE MORUMBI CM,6.258,0.141
SP,ANIMALE MORUMBI CM,SP,ANIMALE IGUATEMI SP CM,6.258,0.141
SP,ANIMALE IGUATEMI SP CM,PR,ANIMALE MUELLER CM,331.76,7.465
PR,ANIMALE MUELLER CM,SP,ANIMALE IGUATEMI SP CM,331.76,7.465
SP,ANIMALE IGUATEMI SP CM,RN,ANIMALE NATAL CM,2315.634,52.102
RN,ANIMALE NATAL CM,SP,ANIMALE IGUATEMI SP CM,2315.634,52.102
